Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.7610298,294.4865909,293.3019471,288.2775926,294.581269,295.9178859,324.5576003,339.2111712,338.2203267,425.6779616,398.1357096,423.5551883,431.1530317,475.1444906,541.8077545,529.5243527,565.5674203,589.5467509,566.5000216,429.7517493,473.6630827,,
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.4356239,237.0252232,244.0578188,279.0575561,314.5607881,313.6731039,336.6534321,364.15014,394.5421804,421.4617886,445.5909117,487.9426803,522.8963862,549.6121313,529.2914713,554.5023128,558.5143459,552.4965151,546.337994,542.4660486,630.6082843,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.8906362,171.8129536,144.3795733,137.4139256,154.5340735,140.2956676,108.4151962,196.4422852,144.9518167,149.2045682,133.4068235,176.2229692,183.8258738,216.6341936,196.7892778,227.1568085,254.4913509,245.5713762,315.2851914,326.7692767,309.1477082,,
Middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.02201294,77.13865963,82.65506316,89.68762246,96.74949511,106.4177696,121.8513502,136.3046918,155.6788548,180.0701603,184.5394901,200.3085402,217.3828743,234.3867874,249.3689921,261.2160016,263.0006715,276.6596278,292.6018874,311.0964502,346.8061286,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.2374551,273.2643685,296.0384724,319.7366333,331.4251221,336.5430927,359.1164355,370.5437707,436.9384086,442.0872287,453.4382173,465.5383541,483.6897187,551.2204526,530.2093414,561.8592142,603.7286433,579.5813991,619.9571356,733.7895419,782.1282411,,
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28947645,13.32366883,14.24010846,19.50733098,22.14592192,20.70265062,18.92115431,15.84172614,11.76496353,11.2100284,11.58546284,10.68521315,7.057505116,14.30882375,16.47898431,17.99031369,25.42053508,25.36137427,25.76407104,30.35175992,33.16552268,,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.1704752,893.3837512,1067.000422,1157.852539,1210.105386,1339.865492,1408.18623,1371.319409,1355.656031,1376.046298,1476.660077,1582.270651,1673.1119,1868.931556,1945.473766,2052.023571,2268.43778,2428.404096,2523.845417,2797.25913,3130.98411,,
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.548047063,2.672701135,4.448850941,3.434921767,4.125971684,3.228372659,5.922000446,5.129801335,4.694265451,5.379276455,5.881712071,7.579612463,15.24733378,23.65673847,43.61630092,50.60809053,29.46892777,32.41924437,33.90077171,37.11032851,38.81969796,,
Middle East & North Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.154524,154.8623801,162.7652121,163.4090998,174.4595869,176.0948031,196.8868203,210.9491161,223.9857414,265.9708798,254.2341353,261.9402715,246.966777,259.1635592,298.2226316,293.3011395,311.779383,329.9188895,317.2189829,294.3739819,296.6669652,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.0298621,720.898666,713.5560991,731.8327935,864.9610327,928.1382897,887.3792386,1053.279399,1153.744581,1408.788452,,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.3193243,133.161422,143.1267949,120.7863533,129.6813319,121.6927996,147.9285583,191.9057661,235.3649211,222.9003696,186.5491329,191.8455642,242.6248728,244.1434805,269.4265032,259.4275424,271.9232754,281.476646,272.7545129,320.786572,388.8736796,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.429170241,7.31222315,7.103415,7.504002218,7.703861755,10.47065636,9.222419936,10.18241987,11.11536163,12.25626085,12.49953892,13.29118338,13.25812306,16.67744798,20.01693999,23.61684396,23.87233074,22.43346531,23.92411961,24.65563543,31.45698002,,
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.36279363,16.48900877,26.6275772,25.08972669,24.16694623,30.69646705,30.186832,33.54062059,38.62922522,37.53434201,31.51460298,33.80296475,40.54061033,52.18021258,55.01668486,61.10494773,57.92381304,64.75101529,73.83737945,71.5543331,75.16449038,,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.6188774,153.5648624,168.9815726,179.1447455,206.0257529,202.0525622,198.5199873,195.298128,197.1465782,232.562705,309.2336172,287.2866265,314.2089753,341.0848131,446.772764,446.0119364,508.8740709,535.2696308,572.6398608,678.8966888,696.0023523,,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.77511419,9.950641908,8.868888477,11.22094465,8.635429853,10.98167965,10.32529414,8.792574078,17.45176009,14.28573019,16.08862222,17.03769315,13.75909291,22.86387406,23.550315,27.05716179,27.55814556,25.01048694,25.43276382,26.48282069,29.88618879,,
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.7998518,192.3525002,203.0915602,237.3188095,243.7712857,232.7686379,304.3104981,315.2956636,324.4156866,357.9896078,343.0572059,381.3944042,426.0675632,440.927099,494.5994544,491.3880256,469.608021,498.5218209,529.5344918,579.6489546,592.3006222,,
North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.80503,2181.634403,2357.570748,2524.580849,2697.725254,2861.167222,3072.875987,3235.939471,3413.204729,3613.177782,3745.959029,3838.655641,3950.505129,4084.467831,4367.19111,4612.43923,4772.319794,4916.006917,5124.679789,5318.399853,6426.552845,,
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.1002746,256.6104099,282.2280115,300.7907431,322.8922662,307.7410433,306.9104375,365.4477563,332.3100968,277.134296,337.2141959,365.4713668,366.1064763,412.4178868,412.0198979,454.266441,462.6566845,419.3831244,406.8353058,417.1061872,417.967551,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.533148065,9.165557244,9.943038951,8.858717369,9.716276463,16.87359388,19.04339845,14.18993523,15.51502254,15.23031775,13.75362504,13.43219684,11.91645958,14.96320773,14.4444941,12.65086841,12.56071266,21.79176343,21.58608469,25.66245437,30.01177893,,
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.11010218,22.03436631,15.52839679,28.80232451,40.14608181,41.04233937,33.79476465,31.34180005,29.0104513,27.56941008,21.09744554,23.43194505,26.76289497,25.1324982,24.15105163,31.46878233,24.50642488,27.27237955,25.93212717,24.85754566,25.96654232,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.69865747,70.3036238,71.12474661,76.21807659,72.43583294,84.83958759,102.484912,120.122915,126.3626272,145.0545854,140.749135,149.5083102,164.6893499,176.7083131,203.2989281,233.5880754,261.3088594,287.3209932,298.8586918,294.1306398,291.4070026,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699.080548,1865.489292,2086.409773,2170.586189,2237.018919,2339.63927,2459.686474,2624.093574,2916.720363,3038.335311,3137.299971,3267.929637,3415.809112,3601.613594,3536.422546,3437.304122,3535.241707,3592.284554,3819.680999,3957.09684,4549.708753,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2333.285596,2514.142411,2842.220627,2965.850647,3125.80533,3318.223007,3587.408142,3791.523686,4160.724725,4268.053326,4395.786627,4636.580486,4894.099085,5112.330773,5281.861638,5252.680621,5354.154094,5644.216882,6015.600133,6055.042328,6144.528428,5922.237056,
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.318566462,9.273619581,12.60803571,10.9659697,11.40819138,14.02151646,16.64449831,14.04912781,15.83525333,18.57944869,19.45884533,18.03798727,19.46478453,20.10268895,25.22769607,26.65655754,29.4810651,37.24228748,40.64593098,45.08327035,61.87414264,,
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.003991,752.8818668,515.0297163,420.9823457,196.5505498,390.2155881,517.3880673,635.6781712,594.7869047,328.2571585,442.8597157,364.6089062,305.798727,485.2647888,696.7373613,1010.090795,1206.538619,990.2575353,1291.597407,1364.494605,1125.501453,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.879264,1245.476369,1379.747754,1400.132608,1529.493916,1635.102999,1853.468531,1940.835587,2112.39063,2293.950525,2346.64688,2454.088341,2498.448216,2628.73106,2716.399744,2609.548426,2779.183863,2897.069247,2911.742255,3261.570158,3480.441946,,
OECD members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1337.626853,1448.804799,1551.764392,1637.300543,1735.533376,1829.449894,1964.818723,2071.063239,2206.241756,2341.036778,2424.199972,2546.283928,2613.91923,2717.536393,2835.250268,2952.933216,3070.000209,3172.837749,3298.400125,3411.81135,3894.150102,,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.0952473,924.9925017,963.7290405,935.4566101,888.4271679,805.4622927,751.7497496,836.4399316,730.8622721,1113.854389,1090.498272,919.7308169,947.8160594,1042.292175,1257.755316,1341.072694,1268.402447,1206.912739,973.3956492,1174.499111,1637.64819,,
Other small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.1488422,305.8933149,331.162933,372.1521947,383.6133194,376.511293,394.0895463,428.5672221,448.4601857,507.7823914,506.1161039,518.9086944,567.2805886,630.493745,670.0191443,712.0968247,696.833745,706.5520621,701.0511375,761.1229461,882.2788735,,
Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.01069606,25.38199687,28.50830571,17.19270539,19.84043395,19.82050383,18.05347749,19.09248657,16.80336069,20.39919044,21.095128,18.1415156,25.55660058,27.10145748,26.7014567,31.46934494,33.20355216,44.65016988,49.66768206,51.49881191,55.64864178,,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.0550621,393.4843115,403.9414097,395.7021669,461.5205209,411.3426928,498.6457952,661.6388675,683.2739288,697.9955393,734.6803014,746.5506084,759.0854543,882.7243769,1008.426343,1109.375903,1252.6307,1396.425284,1456.466701,1579.676083,1577.573155,,
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.1308253,123.3069041,133.5779328,131.3977159,137.4509798,163.8443563,157.1853064,171.2978906,192.5274061,223.8175305,238.7332708,239.2539629,266.0436357,299.0558905,340.79643,350.9177883,371.7789113,385.9689673,420.4233022,439.4850944,511.6038723,,
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.67474452,41.02116431,35.77553451,42.79683355,44.85192755,54.17822644,56.45654537,58.76255111,60.771075,66.86201028,73.62467351,61.78775659,68.56269505,73.49809927,87.2303188,104.6047645,112.2215075,118.6435257,131.6109411,153.9691626,186.9869754,,
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.7850453,414.3311651,388.1353056,424.3355183,478.4612872,418.9740836,462.4236514,455.6078137,403.9577555,495.7225273,525.8138965,572.1498296,650.8585356,707.054341,728.2204802,692.8926532,1137.621587,1092.046641,1190.333642,1279.094934,2222.512786,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.40104737,34.22959101,35.2592755,30.43629506,38.09205898,36.19190851,37.39869271,39.85823724,37.70777317,40.47303028,36.54762148,43.98705394,55.54515204,62.21091823,71.36167791,51.03898785,64.64173175,66.71186596,63.93308588,55.81378238,67.66772318,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.899496,443.2134715,500.8629888,501.5225223,528.555147,552.843258,606.2358214,687.6413206,831.1796581,909.7255263,964.6007859,1011.753543,1031.988708,1107.181253,1137.688757,1190.381048,1273.610821,1357.43979,1437.204437,1555.094862,1606.558324,,
Pre-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.22571927,18.96684882,16.59228064,23.83268328,36.15897606,33.73839181,32.48422325,35.18629186,38.45063981,42.85069664,36.48315537,36.68199395,31.84167877,33.54820117,34.29386493,34.73094706,33.19549371,37.41446609,37.92587053,40.26372644,46.01250841,,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136.767409,1185.703778,1290.756249,1345.086861,1446.184901,1556.651742,1466.182534,1494.470628,1597.903206,1711.118336,1819.166339,1677.873764,1559.959138,1631.872068,1653.785444,1701.396389,1825.542781,1878.351632,2009.300829,2093.442406,2323.869936,,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.7222098,134.1531554,101.1840275,117.9549276,122.1119796,126.2261617,149.8792637,158.2279572,158.820649,206.8754135,230.8618686,280.2159153,329.4145979,318.1221315,392.4069395,392.5594752,409.9976081,411.761343,429.6546451,471.0176238,575.9463406,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.6751021,116.5393904,119.1585968,118.3179618,124.3338029,141.7155679,144.5217323,148.8205508,136.175367,133.1614719,133.8469236,130.5697442,135.7471838,142.323602,157.5578103,173.032675,179.3420619,187.1811031,218.2113182,229.2269116,216.6060468,,
Post-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518.810904,1647.665121,1769.534037,1874.146596,1986.771215,2105.606661,2261.289107,2386.077128,2535.898319,2689.615109,2787.899806,2929.809867,3011.114373,3134.033435,3284.534263,3429.992421,3562.303492,3687.161559,3842.798288,3981.295468,4559.910108,,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.664024,1309.158146,1437.140155,2478.418326,2541.914921,2155.867476,2007.54476,1793.05851,1486.060251,1920.608432,1817.05875,1850.390189,2258.280137,2772.93363,3012.491502,3156.277662,2588.972596,2500.330036,2348.567243,2575.166224,3108.094597,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.9749036,224.4682011,262.3139893,336.4918235,362.2879662,422.1936011,463.2930767,553.8601162,680.3371883,688.1088549,780.1922592,629.3023905,685.2529435,810.154795,816.7245225,830.8132062,946.6633249,1095.57517,1296.24571,1462.734539,1611.457248,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.5310256,239.5859235,276.6843135,296.8706058,305.9338722,368.8605767,469.1786049,524.4056084,661.880435,725.8419339,668.0367563,682.9535685,762.0297214,823.8524589,835.1682858,757.9917081,734.6967455,800.7540479,925.0990197,1042.373942,1607.231374,,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.052698059,4.713124155,5.784061022,17.87995963,16.0857194,14.79929155,14.88740192,18.86553717,21.62432168,23.38204063,26.80974101,31.03736673,29.78618032,32.66344458,36.51591537,37.10588986,41.12556024,43.12652564,49.17446315,57.17441047,63.83379641,,
South Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.69414903,18.74494589,19.00927152,18.47742573,19.46584007,22.10064458,23.24076786,25.03012485,27.24770402,32.12697146,33.43717967,37.07593537,40.45642416,39.98022293,40.79351547,45.70506886,49.89752567,54.95196153,60.39735522,62.16107575,65.57761154,,
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.633409,1219.260363,1115.61426,1157.675535,1117.069965,1140.968122,1237.770309,1181.482853,927.868934,1301.659088,1085.383569,1310.11698,1489.374841,1658.606521,2000.957103,1933.676315,1980.752756,2060.554801,1895.46287,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.26516087,33.9232343,35.86206167,42.29397979,55.41830853,59.95445097,71.26096031,86.95724363,75.82417435,109.922728,70.47943023,66.68120598,58.68091389,45.32695058,64.68645064,100.4458494,71.83470564,48.51403471,47.91310063,44.79916286,53.80425904,,
Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.28946212,29.74982688,27.93852043,33.79441108,37.31265331,38.35812437,43.46078698,33.50322024,36.2852892,37.08776791,31.1796801,35.36228799,33.8292404,32.54875399,31.01995638,32.53328662,33.39088926,32.93780675,38.60053493,37.90065298,61.07131716,,
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.0810198,382.0085432,474.6341899,634.7988307,541.8389821,576.9133576,624.1272354,641.74681,805.6099153,780.5189716,850.6579132,920.9799222,1059.628913,1257.338548,1445.409857,1676.956355,1825.198489,1955.462134,1992.636736,2283.468697,3054.244249,,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.67704142,86.74770543,79.69210813,77.15631648,77.10442403,107.4171103,93.09788184,92.26860805,61.89746033,61.52207361,62.7166391,65.24939004,67.49613362,66.75350492,71.33035626,73.96747004,79.32560179,80.72363455,83.15855115,92.50266567,93.72328496,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.01336491,15.72490033,21.31243755,17.88076608,18.04085561,15.53335245,10.2785862,11.04982144,6.822919682,10.17674963,14.38155569,10.61709104,13.23114119,13.87705628,23.4954666,25.72573273,30.30483994,13.55993893,12.67414848,21.37963433,22.76152709,,
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0518574,173.5837036,186.3071033,186.7662009,199.5441288,223.4470329,255.7542195,242.524079,250.5244817,247.2006254,270.9528225,313.9943655,294.999621,331.8360785,343.7367523,370.8752998,396.2395022,394.9493249,410.3405517,442.9268947,506.3502762,,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2135.791757,2278.647889,2061.25776,1934.950333,2041.535065,2135.706731,2371.49182,2613.30256,2927.47289,3054.517776,3005.615756,3697.365074,3865.823053,3627.983524,3645.595402,3544.610635,4286.297275,4307.034071,4532.788587,4632.723462,4617.12247,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.2780531,281.398246,395.5876376,408.95224,451.227206,496.8606034,540.924244,641.4777814,739.6562955,720.8111825,742.2905995,763.9241087,805.4116257,813.5004331,787.8495494,756.9169028,770.3999093,782.7030958,895.0113482,949.2100309,1008.805995,,
Sub-Saharan Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.44195841,33.6116471,32.00691254,39.30865681,43.22405343,45.60171394,50.28255717,53.54129392,55.18595742,59.63647263,58.86395251,61.35977805,61.87418421,63.39495355,65.91111186,70.68227055,69.07050414,67.89132284,68.75490679,71.12016103,76.97349132,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.297631916,7.400950068,8.460334895,4.279737756,,
Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.50691517,33.67315201,32.06758105,39.37103113,43.27794744,45.65718081,50.34058844,53.59694683,55.22744124,59.67534618,58.91899658,61.41203118,61.94642287,63.45324904,65.97476006,70.74537979,69.145227,67.96931868,68.84124353,71.20352952,77.09450282,,
Small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.3265493,267.7061519,293.091281,322.9285471,338.2044209,338.3643004,352.8686891,387.0290753,403.6804694,457.552917,456.480129,467.9192824,503.3721947,556.9802469,589.713685,632.8192952,628.1904054,647.5077741,645.9300299,699.3173111,795.7993567,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.90451102,66.1684784,69.34799891,118.4141373,105.6368649,110.3145877,13.20473564,41.4378536,32.77607605,45.86200252,58.34287094,66.86150912,61.83738981,87.59734595,89.48138211,64.26507156,100.1416072,115.9199255,113.3625762,98.46692194,105.491981,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.1901502,157.1708761,216.8452228,202.4789907,251.2954156,257.8845379,315.7292395,320.4429616,273.0856505,305.6786501,279.83409,269.145584,287.9195306,330.1537716,336.819493,529.1096395,542.8935684,550.21857,861.5849271,1180.191919,707.8224272,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.8024735,582.0136526,644.7266702,672.0222479,763.7618168,823.7407719,902.7726856,1047.024648,1234.008146,1315.123479,1382.925543,1383.490619,1447.675668,1540.37526,1586.202329,1600.975208,1687.665926,1611.084902,1657.682328,1751.657899,1820.664916,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.50962,1054.069876,1176.267056,1230.985412,1301.309053,1379.433997,1446.105902,1460.189318,1687.186945,1699.851584,1726.085527,1787.057691,1794.775344,1842.816733,1851.758705,1918.505314,2076.977153,2145.892709,2343.596195,2517.687203,2734.034234,,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835.414857,1945.286449,2100.302076,2204.011731,2280.665059,2301.598652,2511.164823,2709.251215,2866.338482,2928.216358,2909.327127,3939.585962,4123.262154,4263.039297,4363.755658,4477.977575,4645.326042,4775.509434,4991.816039,5058.441256,5452.328549,,
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0682188,112.2516769,119.8541867,151.5429149,166.0859036,217.3028138,224.257363,259.4700673,314.7023931,321.131757,318.0979638,282.2247364,273.998116,281.4017081,234.4446413,252.9083911,241.5791528,290.9824026,298.521343,302.904318,300.0172714,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.4882843,534.8686636,524.4763872,565.2109618,511.7222432,538.7131273,569.5218605,562.7529402,436.755241,425.7805893,584.9964646,588.3205339,803.2047316,666.8609022,732.6249779,735.248616,866.831721,921.5716107,1029.711267,1015.238139,1471.619444,,
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.79402376,63.41962549,77.72701261,88.26123803,82.27557459,85.05459083,76.55801325,76.77967363,70.31874019,75.03556438,71.42815908,76.71135317,65.34092205,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.46651261,17.14215924,20.7299828,19.29052083,27.96156061,22.38377223,15.58612454,16.43765784,12.96620717,15.30925303,15.61252811,14.89870939,16.47150213,18.08416479,20.4878329,17.47259667,13.8050507,11.08797014,10.22146124,11.05494245,14.54783861,,
East Asia & Pacific (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.34721406,37.70396559,44.69624669,54.11123094,60.81833185,70.38689734,82.71104415,98.59745514,122.4559883,156.0541483,170.1131668,197.2888061,233.5623754,261.349931,285.090659,311.9362952,320.5213452,334.7468627,367.5724874,406.4725321,437.3261449,,
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.4036923,230.682734,260.7888166,284.4803304,305.1691301,344.9165801,407.2983776,451.1976814,532.9859478,579.6826103,567.9897824,577.6626115,622.3608097,663.7178399,680.3551764,661.7467196,684.2351231,723.0847394,782.3498929,846.5919848,1077.746723,,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.753016842,4.204251293,4.534603856,5.304444788,6.191829878,6.725824235,7.751623657,8.431345629,8.554751748,10.20496229,17.38677143,17.09397742,19.56865877,16.7076877,18.14928294,17.42444239,18.80621265,20.67914973,21.10192068,18.72165709,27.12114787,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.7653616,127.1224693,169.4286366,180.678231,192.4421303,205.1954237,244.0091807,283.7763782,315.4742714,318.1794297,324.8125074,362.2672075,390.9640887,395.77565,422.2826479,425.1351029,462.8178857,472.0519263,496.1015817,522.8692726,544.6143596,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.305388884,9.773723781,10.04642554,10.70106688,13.82141291,16.50584226,16.81316776,21.13359889,28.8978238,23.61007505,27.14079072,32.220909,43.77224882,57.38363556,68.94350689,60.66698221,61.54061611,64.33770757,66.14312827,70.72039892,82.33514948,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.50596173,85.61422586,85.71722317,112.4520114,119.469649,114.6239981,98.83147295,99.77223342,78.40931162,101.7706433,113.8467663,138.6586304,148.5296728,180.7154082,193.0248523,199.280926,164.5839558,212.1647392,175.5133753,166.4671733,160.9135319,,
Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.9222242,282.3884336,284.7072485,291.1092048,309.8823666,318.7959789,368.0082016,397.2314202,416.8000771,452.1631174,473.7081606,505.3959138,518.5583203,551.6629605,566.9964073,584.0456558,574.5099986,623.4585268,626.2376445,636.5891824,703.6963007,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.45129721,22.63715782,29.78160938,32.38399832,14.42605274,56.22896511,58.3989361,64.06144371,73.49697522,96.88384903,109.6430745,111.283194,127.3043934,106.7351901,139.9753323,123.6386311,109.1145408,191.7889012,,
